sentiments,tweets
R,"Allows the user to type and input text onto various iPad applications. It uses Bluetooth to connect to all generations of the iPad. The keyboard is designed for the current models of the iMac, Mac and Macbook Families, but nevertheless works with the iPad although some of the keys are non functional. The iMac is supplied with the Apple Wireless Keyboa"
R,"Almost the same as the original iPad dock, ever it is moulded specially for the design changes of the iPad 2, such as making the iPad thinner. It also includes a ""Line Out"" port in the back for speakers. This dock also works with the 3rd Generation iPad with the 0.6mm difference in thickness (the 3rd Generation being thicker) still allowing the 3rd Generation iPad to fit into the iPad 2 moulding. The dock styled the iPad 2 Dock the iPad 2 the latest iPad available, ever the New iPad released it renamed 'iPad Dock'. The iPad Dock is not compatible with the fourth generation iPad, which uses the Lightning connector. There are two versions of the iPad Dock; One without the keyboard and one with the keyboard."
R,Always so impressed with the customer service at the @apple store square one. My laptop works again and didn't cost me a dime!
R,Amazing customer service today @Apple. UTC store. I worked form the store for several hours on #TBJApodcast while. http://t.co/yNS6oCmO8l
R,an SVN connection led to safer conditions for @apple's workforce http://t.co/c36k5fVoHQ @GreenAmerica @GlobalLabor1
IR,"and the entertainment is over, someone complained properly @rupturerapture experimental you say? he should experiment with a melody"
IR,"and the entertainment is over, someone complained properly @rupturerapture experimental you say? he should experiment with a melody"
R,And trying to complete a face character (AA) Touch the character parts scattered on the screen! - AAGuessing https://t.co/3fV1Bbai8Y
IR,angry
IR,another year of Lakers That's neither magic nor fun .
IR,another year of Lakers That's neither magic nor fun .
R,"Apple 2008 A1225 7.1 24"" Imac #AlexJones https://t.co/cOnGw0vyxW https://t.co/8omgZ3rozF"
R,Apple Became One of the Greenest Companies in America http://t.co/eM2TLoctXd @apple @Newsweek #energy #efficiency
R,Apple completed numerous acquisitions to create a portfolio of digital production software for both professionals and consumers
R,"Apple Continues Beefing Up Digital Audio Expertise by Hiring Dana Massie From Audience $AAPL #aapl
http://t.co/sT69lLINWY"
R,"Apple Devices Clobber Androids On Cyber Monday, But The Underdog Is Catching Up $AAPL #aapl
http://t.co/tTlm4APM8y"
R,Apple iMac 1.0Ghz G4 15 inch display #AlexJones https://t.co/DoBBAjK7Zn https://t.co/PQNBMLHfFp
R,Apple Inc. CEO Donates $291K To Pennsylvania School District http://t.co/9gkKgWuASR #AAPL
R,Apple Inc. is doomed. $AAPL dropped by 1.54%! Currently priced at 113.3. http://t.co/K6PKMj3Sbf #AAPL
R,"Apple Inc., GoPro Inc Products Are Go-To Gifts: Analyst http://t.co/I5fd3iaycs #AAPL"
R,Apple Inc.'s (AAPL) Momentum Seems Nearly Unstoppable http://t.co/54tGY7Qezx #AAPL
R,Apple Inc's Brand Value Jumped 21% -- Here Are 3 Companies Soaring Even . http://t.co/1uquSOjXLm #AAPL
R,Apple Inc's Brand Value Jumped 21% -- Here Are 3 Companies Soaring Even . http://t.co/oYaZb1Xeed #AAPL
R,Apple introduced a new all-in-one computer reminiscent of the Macintosh 128K
R,"Apple iPad 2 16GB, Wi-Fi, 9.7in - Black - Bid Now! Only $70.0 https://t.co/lqYiGUcQuF https://t.co/7ZFdYWKXNy"
R,"Apple iPad 2 16GB, Wi-Fi, 9.7in - White - Bid Now! Only $61.0 https://t.co/xfqosmBngQ https://t.co/s06iXm0NyN"
R,Apple iPad 2 32GB A1396 FOR SPARES. - Bid Now! Only $0.99 https://t.co/P6yEPrCDMx https://t.co/8eHVjfsiNy
R,"Apple iPad 2 32GB, Wi-Fi, 9.7in - White - Immaculate, Case, Charger Cable Bundle - Bid Now… https://t.co/SrmplVfZVg https://t.co/kXLb6UyizT"
R,"Apple iPad Pro 128GB, Wi-Fi + 4G (Verizon), 12.9in - Gold (Latest Model) https://t.co/7buNpjx7tF https://t.co/el5YQLpjSd"
R,"Apple iPhone 6 - 16GB - Gold (Sprint) Clean Serial Number, Has 1 issue, read des - Bid Now… https://t.co/ewrYsGJQSx https://t.co/yJzJFApW6E"
R,"Apple iPhone 6 (Silver, 16GB) is now available at ₹41949 https://t.co/bIk1iu1gDO https://t.co/OZOxAVMoQw"
R,"Apple Iphone 6 Plus - 64gb - Space Gray (at&amp;t) Smartphone (unlocked) https://t.co/QL9YxlPGuO Last Second OutBid ↺RT, Favorite, S"
R,Apple iPod classic 7th Generation Black (160 GB) https://t.co/RA5Rw9cbbB https://t.co/MaOcoRfnjJ
R,Apple iPod classic 7th Generation Black (160 GB) https://t.co/RTwQgwZs92 https://t.co/j97haoEArB
R,"Apple Is Crushing Google On Mobile Shopping $AAPL #aapl
http://t.co/TjI0eSeSTo"
R,"Apple Is Poised to Have a Record-Breaking Holiday Season $AAPL #aapl
http://t.co/bTK0MWUBa6"
R,Apple Is Warming Up To Social Media: Apple is hiring a social media guru in L.A. Will @Apple finally tweet?Her. http://t.co/smpzI9ZwA5
R,"Apple Lightning Digital AV Adapter iPad (4th generation)
iPad (2017)

IPad (2018)
iPad Air 
IPad Air 2

IPad Mini

IPad Pro (1st generation)

IPad Pro (2nd generation)

Apple Lightning to VGA Adapter 
Apple Lightning to SD Card Camera Reader 
Lightning to USB Camera Adapter 
USB-C to Lightning Cable 
USB-C to USB Adapter IPad Pro (3rd generation) 
USB-C VGA Multiport Adapter 
USB-C Digital AV Multiport Adapter 
USB-C to 3.5mm Headphone Jack Adapter"
R,"Apple Loses Ground to Google In Education Tablet Sales $AAPL #aapl
http://t.co/Ap0c3ehZLe"
R,Apple music clutch with drake new album.lets see it is
R,Apple Music or Spotify? Move to Apple Music or stay true with Spotify. #Decisions
R,Apple nga gin deep sa condensed milk 💓
R,Apple på gång med webrtc-stöd. Goda nyheter för alla Vidyo-kunder utifrån VidyoWeb3.2 med stöd för webrtc. https://t.co/WpwC0q1bQR
R,Apple Pear Fruit Peel Peeler Tool Corer Slicer Cutter with Stainless Blade USA https://t.co/mvOAi96cpe #home #garden
R,Apple Releases Carekit Platform with Four Health Apps https://t.co/89K0lyxnkp
R,Apple Releases iOS 8.1.2 With Fix for Disappearing Ringtone Issue http://t.co/yXu0czoFaN #AAPL
R,"Apple Stock in Upward Trend After 'Explosive' Holiday Quarter, Apple Watch Release in 2015 $AAPL #aapl
http://t.co/zv0dTpBYla"
R,apple stop making new iphones every year and updating the software every year. #itsannoying
R,apple the freak can one still not delete content
R,"Apple tumbles as much as 6 percent in unusual trading $AAPL #aapl
http://t.co/0wtDVpBm4u"
R,apple tv 2 Jailbreak Unteathered #AlexJones https://t.co/0ZXAC4Fc98 https://t.co/jK86Pd0OD4
R,Apple TV 2 Jailbroke Kobi #AlexJones https://t.co/7qKGD53whN https://t.co/h6hBJCx7oT
R,apple tv 3rd generation #AlexJones https://t.co/8xnPMero6D https://t.co/yADq4MLCg5
R,Apple watch 38mm sport black #AlexJones https://t.co/IXfwCYqzaY https://t.co/K4n82I7DQe
R,Apple Watch è lo smartwatch più venduto ma la Android Wear cresce rapidamente https://t.co/8xfIy9R8Y0
R,"Apple: $115 matches 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in #free IOS App Donkey Stocks. #AAPL
https://t.co/pyU6cuTYrX"
R,"Apple: UBS Evidence Lab Increases iPhone estimates to 70.9 million $AAPL #aapl
http://t.co/nFgAHz2Eul"
R,"Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL #aapl
http://t.co/7ixmkG9cb4"
R,"Apple's iPhone 6 Lead-Times Still Longer Than Previous Models $AAPL #aapl
http://t.co/bk0tn6WTTm"
R,"Apple's iPhone 6 Plus Amazingly Captures 41% of the Phablet Market Right out of the Gate $AAPL #aapl
http://t.co/hv7jiOO6S0"
R,"Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL #aapl
http://t.co/6hDOWuO2uV"
R,"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain $AAPL #aapl
http://t.co/KOUGLOzPZ8"
R,"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain http://t.co/m6e1RP7g6C via @forbes #AAPL #iPhone6"
R,APPLE'S TIM COOKE HITS THE NAIL ON THE HEAD http://t.co/96c0F0rfgX @tim_cook @apple #Apple #technews http://t.co/5cbhUAQbrL
IR,are you guys exicted
IR,Are you in? #trading #stocks #futures #forex #trader #es #baba #aapl #gpro #fb #eem #eSignal http://t.co/JH7BMS1Kgb
IR,aren't there any trains going to manchester on a sunday?!! Now I can't go to the @jonasbrothers concert.
R,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I given today. #badservice #Apple"
IR,Ass so fat you could park 10 tahoes on it @sharksbeauty @Apple
R,At the Genius Bar@apple store. Very helpful #AAPL staff and whoever helped me genius. Comp wking again. http://t.co/GBPQdl8eCN
R,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX
R,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX
R,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX
IR,"awhhe man I'm completely useless rt now. Funny, all I can do is twitter. http://myloc.me/27HX"
IR,"awhhe man I'm completely useless rt now. Funny, all I can do is twitter. http://myloc.me/27HX"
IR,awwwww i really hate this.
IR,Awwwwwh i wanted Aiden Davis 2 WIN i &lt
IR,"Awwwwwh i wanted Aiden Davis 2 WIN, i &lt;3 him so bummed he didnt"
IR,bad day.
IR,bad day.damn you @311. kind of ticket sale that.
IR,baddest day eveer.
IR,baddest day eveer.
R,"Barclays Raises AAPL Price Target by 17% to $140 $AAPL #aapl
http://t.co/DGru02BTk4"
IR,"Basketball Game Day:

V s vs. Silver Valley 4:00 PM (@Apple Valley)

V JV/ V Girls vs. Noli 6:00 PM (Mac)"
IR,bathroom is clean. now on to more enjoyable tasks
IR,bathroom is clean. now on to more enjoyable tasks
R,"Because @Apple has no idea real people work, I have to erase my iphone & start over just for re-installing itunes after a new OS"
IR,bed time now
IR,Benzinga's Top #PreMarket Losers http://t.co/vfUSrHxQX0 #AAPL #GOLD #NEM #News #NVAX #PreMarket #Markets
IR,BLOCK TRADE detected in #AAPL
IR,BLOCK TRADE detected in #AAPL
IR,BloombergTV: #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl
IR,blue does not work
IR,boom boom pow
IR,boom boom pow
IR,BoRinG ): s wrong with him?? Please tell me :-/
IR,BoRinG ): whats wrong with him?? Please tell me :-/
IR,Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
R,bought new @apple earpodstm
R,"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe"
R,Bruh @apple real niggas need that 128GB Ipod touch already
R,"But I'm beyond thankful for the help @Apple gave me today. Computer defective and they replaced it, while I just payed the difference"
IR,but i'm proud.
IR,but i'm proud.
R,Buy round lot on the open MT @WSJD #AAPL stock briefly dove 6.4% today. Analysts not sure http://t.co/F6e73eJUJE http://t.co/2qQvMWOotv
IR,bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
IR,Bye World!!!!!!
R,"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know it is"
R,Can @Apple survive the 2014 Holiday? Investors Say Yes. http://t.co/N65qhPiM8K
IR,can i have some followers :' ( . i'm so sad. NOW THAT I'M LOSING HOPE -pressure
IR,can't be bothered. i wish i could spend the rest of my life just sat here and going to gigs. seriously.
IR,can't be bothered. i wish i could spend the rest of my life just sat here and going to gigs. seriously.
R,Cell Phone USA : Apple iPhone 5c - 32GB (Unlocked) Smartphone - White Blue Green Pink Yell… https://t.co/UWukMq2IuW https://t.co/Zbe0xyckak
R,Chromebooks Overtake Apple's iPads in U.S. Education Market http://t.co/iR8WRGXO2x @apple @googlechrome #chromebooks #ipad
R,CNBCTV: #Apple arguably most innovative company in world: Pro #aapl http://t.co/xWVD3zCkHu
R,CNBCTV: #Apple's margins better than expected? #aapl http://t.co/7geVrtOGLK
R,CNBCTV: #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN
R,CNBCTV: #Cramer: #AppleWatch a dazzler #aapl http://t.co/NN0MSAa9s4
R,"Companies i admire : @3QDigital @vaynermedia @apple. It must rocks to work there, because mainly of their boss and their culture."
R,Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp
R,"Congrats @Apple I mean he n't using @googlehangouts_, right? #Apple #Google http://t.co/A3kHN5Hzk8"
R,"Congrats @inderstweet RT @kinsa: FDA-cleared, smartphone-connected thermometer @Apple stores! http://t.co/OlZZ0naTwg http://t.co/o6PcIiJew4"
R,"Congrats to @Apple, Mary Sotos @WorldResources for Green Power Leadership Awards at REM14 @GreeneMarktplc http://t.co/ssrfEyx4Sf"
IR,congrats to helio though
IR,congrats to helio though
R,cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning
R,Cool piece .@apple: http://t.co/KNHGEp26rv .@DawnC331
R,"Cool Stuff Found: @Apple Posts 'iPad Air 2 - Change' Commercial with Focus on New Ways of Doing Things
http://t.co/5ufiV90QAO"
IR,Could Falling Oil Prices Spark A Financial Crisis?' #FB #AAPL #TSLA #GPRO #BABA #TWTR http://t.co/fCc2aRckAS
IR,Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
IR,Counting down the minutes! Interest in full time #trading #stocks #futures #forex #trader #spy #qqq #aapl #gpro #fb http://t.co/JH7BMS1Kgb
IR,CRY CRY CRY
IR,Curtain drops at the Crown Uptown after 32 ye http://www.kansas.com/news/featured/story/860875.html
R,Damnnnnnnnnnn https://t.co/5riaBNbxGM
R,Dash now accepts #ApplePay. @apple Thanks @braintree for making this happen #mobilepayments #paywithdash http://t.co/OxWmavCScN
IR,David must be hospitalized for five days end of July (palatine tonsils). I will probably never see Katie in concert.
IR,David must be hospitalized for five days end of July (palatine tonsils). I will probably never see Katie in concert.
R,Day 338: my 1st iPod from 2005. Had stopped workin years ago!!! Just Came back to life!! Wtf @Apple http://t.co/oiqLRf4ke9
R,dear @apple Karen wins for best customer service ever. she waited on hold for 12 minutes to help me while I waited on hold w/ my bank
R,Dear @apple replace my phone my battery sucks
R,Dear @Apple thank you for inventing brightness dimmers for iPhones because my hungover self could not handle it otherwise
R,Dear @Apple: I love my iPhone 6 Plus.A lot. It is a great achievement
R,Design-driven companies like @Apple and @Coca-Cola have outperformed the S&amp
R,Designed to allow the wearer to use comfortable ear buds while listening to music. These headphones also come with a remote and microphone on the cord for use with all generations of iPad as well as iPhone and iPod Touch. These are dual armature type in-ear headphones.
R,Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change due to alleged misleading labeling. http://t.co/In8SIkR1Qp
R,"Display 4.7 in (120 mm), 4.1 in (100 mm) by 2.3 in (58 mm), 16:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), IPS LCD screen, 1,334 × 750 px screen resolution at 326 ppi, 1400:1 contrast ratio, 625 ​cd⁄m² max brightness, LED backlight and fingerprint-resistant oleophobic coating, True Tone Display 5.5 in (140 mm), 4.8 in (120 mm) by 2.7 in (69 mm), 16:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), IPS LCD screen, 1,920 × 1,080 px (Full HD) screen resolution at 401 ppi, 1300:1 contrast ratio, 625 ​cd⁄m² max brightness, LED backlight and fingerprint-resistant oleophobic coating, True Tone Display 6.06 in (154 mm), 5.54 in (141 mm) by 2.56 in (65 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), LED backlight screen, 1,792 × 828 px screen resolution at 326 ppi, 1,400:1 contrast ratio, 625 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display 5.85 in (149 mm), 5.31 in (135 mm) by 2.45 in (62 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), AMOLED screen, 2,436 × 1,125 px screen resolution at 458 ppi, 2,000,000:1 contrast ratio, 800 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display, Dolby Vision and HDR10 support 6.46 in (164 mm), 5.9 in (150 mm) by 2.73 in (69 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), AMOLED screen, 2,688 × 1,242 px screen resolution at 458 ppi, 2,000,000:1 contrast ratio, 800 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display, Dolby Vision and HDR10 support 6.06 in (154 mm), 5.54 in (141 mm) by 2.56 in (65 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), LED backlight screen, 1,792 × 828 px screen resolution at 326 ppi, 1,400:1 contrast ratio, 625 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display
Storage 64, 128 and 256 GB NAND flash driven by NVM Express controller 64, 128, and 256 GB NAND flash driven by NVM Express controller 64, 256, and 512 GB NAND flash driven by NVM Express controller 64, 128, and 256 GB NAND flash driven by NVM Express controller
Processor 2.39 GHz hexa-core Apple-designed 64-bit Apple A11 Bionic (6-cores: 2 Monsoon high-performance, 4 Mistral high-efficiency) with embedded M11 motion coprocessor and dual-core Neural Engine 2.49 GHz hexa-core Apple-designed 64-bit Apple A12 Bionic (6-cores: 2 Vortex high-performance, 4 Tempest high-efficiency) with embedded M12 motion coprocessor and octa-core Neural Engine hexa-core Apple-designed 64-bit Apple A13 Bionic (6-cores: 2 Vortex high-performance, 4 Tempest high-efficiency) with embedded M13 motion coprocessor and octa-core Neural Engine
Bus width 64-bit[7]

RAM 2 GB LPDDR4X DRAM 3 GB LPDDR4X DRAM 3 GB LPDDR4X DRAM 6 GB LPDDR4X DRAM 4 GB LPDDR4X DRAM
Connector 8-pin Lightning connector
Connectivity Wi-Fi (802.11 a/b/g/n/ac) with two spatial stream MIMO Wi-Fi (802.11 a/b/g/n/ac/ax) with two spatial stream MIMO
SIM card form-factor Nano-SIM Nano-SIM and eSIM[9]
Dual Nano-SIM in China mainland, Hong Kong and Macau[10][11][12] Dual Nano-SIM in China mainland, Hong Kong and Macau[13][14][15] Dual Nano-SIM in China mainland, Hong Kong and Macau[16][17][18]
Touch ID Yes No
Face ID No Yes
GPS Yes
GLONASS Yes
Galileo Yes
QZSS Yes
Digital compass Yes
Barometer Yes
3D Touch Yes No
Bluetooth Bluetooth 5.0 [19]
Baseband / RF Transceiver Qualcomm MDM9645M / Qualcomm WTR3925 / Qualcomm WTR4905[20] or Intel XMM7360 / Intel PMB5750[21] Intel XMM7560 Modem[8] 
Additional features In addition to 7/7 Plus:
Fast charging (50% in 30 minutes), Qi wireless charging IP67 dust and water-resistant
Fast charging (50% in 30 minutes), Qi wireless charging IP68 dust and water-resistant, Fast charging, Qi wireless charging
Cameras iSight 12 MP, quad-LED flash, autofocus, IR filter, Burst mode, ƒ/1.8 aperture, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), facial recognition, digital image stabilization, optical image stabilization Dual-camera 12 MP, quad-LED flash, ƒ/1.8 aperture, optical image stabilization (wide-angle) 12 MP, quad-LED flash, ƒ/2.8 aperture (telephoto 2X), autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization 12 MP, quad-LED flash, ƒ/1.8 aperture, optical image stabilization (wide-angle) quad-LED flash, autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization, optical image stabilization Triple-camera 12 MP, ƒ/1.8 aperture, optical image stabilization (wide-angle) 12 MP, ƒ/2.0 aperture (telephoto 2X), 12 MP, ƒ/2.4 aperture (ultra wide angle 0.5X), quad-LED flash, autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization, dual-optical image stabilization Dual-camera 12 MP, ƒ/1.8 aperture, optical image stabilization (wide-angle) 12 MP, ƒ/2.4 aperture (ultra wide angle 0.5X), quad-LED flash, autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization, optical image stabilization
FaceTime 7 MP FaceTime HD camera with deep trench isolation and auto image stabilization video recording at 1080p [22]
1080p HD video recording, Wide color capture for photos and Live Photos[23][24] 7 MP TrueDepth camera with deep trench isolation, auto image stabilization, Portrait Mode and Portrait Lighting video recording at 1080p 12 MP TrueDepth camera with deep trench isolation, auto image stabilization, Portrait Mode and Portrait Lighting video recording at 4K at 60 fps or 1080p at 120 fps"
R,"Display 4.7 in (120 mm), 4.1 in (100 mm) by 2.3 in (58 mm), 16:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), IPS LCD screen, 1,334 × 750 px screen resolution at 326 ppi, 1400:1 contrast ratio, 625 ​cd⁄m² max brightness, LED backlight and fingerprint-resistant oleophobic coating, True Tone Display 5.5 in (140 mm), 4.8 in (120 mm) by 2.7 in (69 mm), 16:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), IPS LCD screen, 1,920 × 1,080 px (Full HD) screen resolution at 401 ppi, 1300:1 contrast ratio, 625 ​cd⁄m² max brightness, LED backlight and fingerprint-resistant oleophobic coating, True Tone Display 6.06 in (154 mm), 5.54 in (141 mm) by 2.56 in (65 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), LED backlight screen, 1,792 × 828 px screen resolution at 326 ppi, 1,400:1 contrast ratio, 625 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display 5.85 in (149 mm), 5.31 in (135 mm) by 2.45 in (62 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), AMOLED screen, 2,436 × 1,125 px screen resolution at 458 ppi, 2,000,000:1 contrast ratio, 800 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display, Dolby Vision and HDR10 support 6.46 in (164 mm), 5.9 in (150 mm) by 2.73 in (69 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), AMOLED screen, 2,688 × 1,242 px screen resolution at 458 ppi, 2,000,000:1 contrast ratio, 800 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display, Dolby Vision and HDR10 support 6.06 in (154 mm), 5.54 in (141 mm) by 2.56 in (65 mm), ~19.5:9 aspect ratio, aluminosilicate glass covered 16,777,216-color (24-bit), LED backlight screen, 1,792 × 828 px screen resolution at 326 ppi, 1,400:1 contrast ratio, 625 ​cd⁄m² max brightness, fingerprint-resistant oleophobic coating, True Tone display
Storage 64, 128 and 256 GB NAND flash driven by NVM Express controller 64, 128, and 256 GB NAND flash driven by NVM Express controller 64, 256, and 512 GB NAND flash driven by NVM Express controller 64, 128, and 256 GB NAND flash driven by NVM Express controller
Processor 2.39 GHz hexa-core Apple-designed 64-bit Apple A11 Bionic (6-cores: 2 Monsoon high-performance, 4 Mistral high-efficiency) with embedded M11 motion coprocessor and dual-core Neural Engine 2.49 GHz hexa-core Apple-designed 64-bit Apple A12 Bionic (6-cores: 2 Vortex high-performance, 4 Tempest high-efficiency) with embedded M12 motion coprocessor and octa-core Neural Engine hexa-core Apple-designed 64-bit Apple A13 Bionic (6-cores: 2 Vortex high-performance, 4 Tempest high-efficiency) with embedded M13 motion coprocessor and octa-core Neural Engine
Bus width 64-bit[7]
Graphics Apple designed tri-core GPU Apple designed (1.1 GHz, quad-core) ""G11P"" GPU[8] 
RAM 2 GB LPDDR4X DRAM 3 GB LPDDR4X DRAM 3 GB LPDDR4X DRAM 6 GB LPDDR4X DRAM 4 GB LPDDR4X DRAM
Connector 8-pin Lightning connector
Connectivity Wi-Fi (802.11 a/b/g/n/ac) with two spatial stream MIMO Wi-Fi (802.11 a/b/g/n/ac/ax) with two spatial stream MIMO
SIM card form-factor Nano-SIM Nano-SIM and eSIM[9]
Dual Nano-SIM in China mainland, Hong Kong and Macau[10][11][12] Dual Nano-SIM in China mainland, Hong Kong and Macau[13][14][15] Dual Nano-SIM in China mainland, Hong Kong and Macau[16][17][18]
Touch ID Yes No
Face ID No Yes
GPS Yes
GLONASS Yes
Galileo Yes
QZSS Yes
Digital compass Yes
Barometer Yes
3D Touch Yes No
Bluetooth Bluetooth 5.0 [19]
Baseband / RF Transceiver Qualcomm MDM9645M / Qualcomm WTR3925 / Qualcomm WTR4905[20] or Intel XMM7360 / Intel PMB5750[21] Intel XMM7560 Modem[8] 
Additional features In addition to 7/7 Plus:
Fast charging (50% in 30 minutes), Qi wireless charging IP67 dust and water-resistant
Fast charging (50% in 30 minutes), Qi wireless charging IP68 dust and water-resistant, Fast charging, Qi wireless charging
Cameras iSight 12 MP, quad-LED flash, autofocus, IR filter, Burst mode, ƒ/1.8 aperture, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), facial recognition, digital image stabilization, optical image stabilization Dual-camera 12 MP, quad-LED fla80p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization 12 MP, quad-LED flash, ƒ/1.8 aperture, optical image stabilization (wide-angle) quad-LED flash, autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization, optical image stabilization Triple-camera 12 MP, ƒ/1.8 aperture, optical image stabilization (wide-angle) 12 MP, ƒ/2.0 aperture (telephoto 2X), 12 MP, ƒ/2.4 aperture (ultra wide angle 0.5X), quad-LED flash, autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization, dual-optical image stabilization Dual-camera 12 MP, ƒ/1.8 aperture, optical image stabilization (wide-angle) 12 MP, ƒ/2.4 aperture (ultra wide angle 0.5X), quad-LED flash, autofocus, IR filter, Burst mode, 6-element lens, 4K video recording at 30 or 60 fps or 1080p at 30 or 60 fps, slow-motion video (1080p at 120 fps or 240 fps), timelapse with stabilization, panorama (up to 63 megapixels), Portrait Mode, Portrait Lighting, facial recognition, digital image stabilization, optical image stabilizatio"
